model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
50,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.7, 0.68, 0.73, 0.82, 0.62, 0.7, 0.8, 0.82, 0.78, 0.73, 0.63, 0.75, 0.73, 0.68, 0.72, 0.72, 0.72, 0.8, 0.8, 0.77]",0.735,"[0.733, 0.683, 0.7, 0.617, 0.75, 0.8, 0.767, 0.717, 0.767, 0.733, 0.733, 0.65, 0.733, 0.6, 0.733, 0.767, 0.7, 0.783, 0.733, 0.833, 0.783, 0.633, 0.733, 0.75, 0.75, 0.633, 0.717, 0.717, 0.733, 0.733, 0.75, 0.767, 0.8, 0.7, 0.75, 0.717, 0.8, 0.75, 0.633, 0.817, 0.733, 0.8, 0.783, 0.7, 0.717, 0.683, 0.75, 0.75, 0.717, 0.683, 0.717, 0.767, 0.733, 0.65, 0.633, 0.667, 0.833, 0.683, 0.717, 0.733, 0.6, 0.7, 0.817, 0.817, 0.8, 0.783, 0.733, 0.8, 0.783, 0.817, 0.817, 0.667, 0.75, 0.75, 0.717, 0.733, 0.75, 0.8, 0.733, 0.8, 0.783, 0.683, 0.7, 0.767, 0.7, 0.817, 0.7, 0.8, 0.75, 0.683, 0.817, 0.783, 0.817, 0.767, 0.767, 0.783, 0.717, 0.667, 0.783, 0.733]",0.738
51,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.73, 0.7, 0.72, 0.82, 0.65, 0.7, 0.82, 0.83, 0.78, 0.68, 0.63, 0.73, 0.72, 0.7, 0.73, 0.72, 0.67, 0.8, 0.8, 0.77]",0.735,"[0.717, 0.65, 0.667, 0.667, 0.733, 0.8, 0.75, 0.717, 0.767, 0.767, 0.717, 0.667, 0.75, 0.65, 0.717, 0.767, 0.7, 0.767, 0.733, 0.867, 0.8, 0.65, 0.75, 0.733, 0.733, 0.633, 0.717, 0.75, 0.767, 0.733, 0.75, 0.783, 0.833, 0.7, 0.767, 0.733, 0.8, 0.8, 0.7, 0.8, 0.783, 0.783, 0.8, 0.683, 0.717, 0.65, 0.733, 0.7, 0.7, 0.683, 0.75, 0.783, 0.717, 0.683, 0.667, 0.667, 0.833, 0.667, 0.7, 0.733, 0.583, 0.683, 0.833, 0.783, 0.783, 0.767, 0.733, 0.767, 0.833, 0.817, 0.783, 0.667, 0.767, 0.733, 0.7, 0.717, 0.75, 0.833, 0.767, 0.783, 0.767, 0.717, 0.683, 0.8, 0.7, 0.817, 0.75, 0.75, 0.733, 0.667, 0.8, 0.817, 0.817, 0.717, 0.783, 0.8, 0.717, 0.683, 0.8, 0.667]",0.74
52,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.7, 0.68, 0.73, 0.82, 0.62, 0.7, 0.8, 0.83, 0.8, 0.72, 0.65, 0.72, 0.73, 0.72, 0.73, 0.72, 0.65, 0.78, 0.82, 0.78]",0.735,"[0.733, 0.65, 0.65, 0.667, 0.717, 0.8, 0.783, 0.7, 0.783, 0.783, 0.717, 0.683, 0.75, 0.633, 0.7, 0.767, 0.7, 0.733, 0.717, 0.867, 0.75, 0.633, 0.767, 0.75, 0.717, 0.633, 0.75, 0.733, 0.733, 0.717, 0.75, 0.783, 0.8, 0.7, 0.767, 0.733, 0.8, 0.783, 0.633, 0.8, 0.783, 0.8, 0.8, 0.667, 0.75, 0.667, 0.75, 0.717, 0.683, 0.667, 0.733, 0.767, 0.717, 0.667, 0.65, 0.667, 0.833, 0.667, 0.7, 0.733, 0.583, 0.7, 0.817, 0.783, 0.783, 0.8, 0.733, 0.767, 0.783, 0.817, 0.783, 0.683, 0.75, 0.733, 0.7, 0.717, 0.733, 0.8, 0.733, 0.8, 0.8, 0.7, 0.683, 0.783, 0.683, 0.8, 0.717, 0.75, 0.767, 0.667, 0.8, 0.783, 0.817, 0.733, 0.783, 0.8, 0.733, 0.65, 0.767, 0.717]",0.736
53,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.72, 0.67, 0.75, 0.82, 0.67, 0.7, 0.8, 0.83, 0.75, 0.7, 0.67, 0.73, 0.75, 0.67, 0.72, 0.75, 0.63, 0.8, 0.8, 0.77]",0.735,"[0.717, 0.667, 0.667, 0.683, 0.717, 0.8, 0.783, 0.75, 0.8, 0.75, 0.717, 0.683, 0.75, 0.633, 0.7, 0.767, 0.767, 0.767, 0.733, 0.817, 0.767, 0.65, 0.75, 0.733, 0.733, 0.6, 0.733, 0.733, 0.75, 0.767, 0.733, 0.767, 0.783, 0.7, 0.75, 0.7, 0.817, 0.8, 0.667, 0.783, 0.767, 0.783, 0.767, 0.7, 0.733, 0.683, 0.75, 0.75, 0.7, 0.683, 0.717, 0.8, 0.733, 0.633, 0.667, 0.683, 0.867, 0.667, 0.733, 0.733, 0.6, 0.683, 0.85, 0.75, 0.8, 0.767, 0.733, 0.783, 0.817, 0.8, 0.817, 0.683, 0.75, 0.767, 0.7, 0.733, 0.717, 0.8, 0.783, 0.767, 0.767, 0.683, 0.717, 0.8, 0.75, 0.817, 0.75, 0.75, 0.717, 0.633, 0.817, 0.8, 0.833, 0.717, 0.783, 0.8, 0.733, 0.717, 0.783, 0.717]",0.741
54,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.72, 0.7, 0.72, 0.82, 0.65, 0.7, 0.8, 0.85, 0.75, 0.7, 0.67, 0.75, 0.73, 0.7, 0.73, 0.7, 0.63, 0.8, 0.8, 0.78]",0.735,"[0.7, 0.65, 0.683, 0.65, 0.717, 0.8, 0.75, 0.733, 0.817, 0.783, 0.717, 0.683, 0.733, 0.617, 0.683, 0.733, 0.717, 0.75, 0.767, 0.867, 0.783, 0.617, 0.75, 0.733, 0.733, 0.65, 0.733, 0.733, 0.717, 0.75, 0.75, 0.783, 0.8, 0.7, 0.75, 0.733, 0.817, 0.783, 0.683, 0.8, 0.783, 0.767, 0.817, 0.667, 0.717, 0.683, 0.733, 0.733, 0.7, 0.717, 0.7, 0.767, 0.733, 0.717, 0.633, 0.683, 0.85, 0.7, 0.683, 0.733, 0.567, 0.683, 0.8, 0.8, 0.783, 0.767, 0.7, 0.783, 0.8, 0.8, 0.817, 0.683, 0.75, 0.767, 0.7, 0.733, 0.733, 0.8, 0.783, 0.75, 0.783, 0.7, 0.7, 0.8, 0.683, 0.833, 0.733, 0.783, 0.717, 0.683, 0.783, 0.8, 0.833, 0.733, 0.783, 0.8, 0.733, 0.7, 0.767, 0.717]",0.739
55,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.68, 0.68, 0.72, 0.8, 0.65, 0.7, 0.82, 0.83, 0.77, 0.67, 0.65, 0.77, 0.75, 0.72, 0.73, 0.73, 0.63, 0.8, 0.82, 0.78]",0.735,"[0.717, 0.65, 0.7, 0.667, 0.717, 0.783, 0.8, 0.7, 0.8, 0.783, 0.717, 0.667, 0.75, 0.6, 0.683, 0.767, 0.75, 0.75, 0.717, 0.833, 0.767, 0.65, 0.767, 0.75, 0.733, 0.65, 0.733, 0.733, 0.75, 0.717, 0.75, 0.75, 0.817, 0.7, 0.75, 0.733, 0.833, 0.75, 0.617, 0.8, 0.783, 0.8, 0.783, 0.683, 0.75, 0.7, 0.733, 0.733, 0.7, 0.65, 0.733, 0.767, 0.75, 0.667, 0.65, 0.667, 0.833, 0.667, 0.717, 0.75, 0.6, 0.717, 0.833, 0.8, 0.8, 0.767, 0.733, 0.783, 0.767, 0.783, 0.783, 0.667, 0.733, 0.733, 0.683, 0.733, 0.75, 0.8, 0.767, 0.767, 0.767, 0.667, 0.717, 0.783, 0.7, 0.817, 0.767, 0.75, 0.767, 0.65, 0.8, 0.8, 0.817, 0.717, 0.783, 0.783, 0.733, 0.683, 0.717, 0.7]",0.737
56,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.7, 0.7, 0.73, 0.82, 0.65, 0.72, 0.8, 0.83, 0.77, 0.72, 0.63, 0.73, 0.75, 0.7, 0.75, 0.72, 0.63, 0.78, 0.8, 0.77]",0.735,"[0.733, 0.633, 0.7, 0.667, 0.75, 0.8, 0.783, 0.683, 0.733, 0.75, 0.7, 0.667, 0.75, 0.617, 0.733, 0.767, 0.717, 0.8, 0.733, 0.85, 0.783, 0.65, 0.7, 0.75, 0.733, 0.617, 0.717, 0.717, 0.733, 0.717, 0.733, 0.75, 0.767, 0.717, 0.75, 0.767, 0.8, 0.783, 0.633, 0.817, 0.767, 0.767, 0.767, 0.65, 0.683, 0.683, 0.717, 0.717, 0.717, 0.7, 0.717, 0.75, 0.733, 0.667, 0.633, 0.667, 0.833, 0.667, 0.7, 0.733, 0.567, 0.7, 0.85, 0.733, 0.8, 0.783, 0.733, 0.8, 0.783, 0.833, 0.783, 0.667, 0.75, 0.733, 0.717, 0.717, 0.717, 0.817, 0.75, 0.75, 0.767, 0.683, 0.683, 0.767, 0.733, 0.817, 0.717, 0.75, 0.767, 0.667, 0.783, 0.767, 0.817, 0.767, 0.783, 0.8, 0.7, 0.7, 0.767, 0.7]",0.734
57,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.72, 0.73, 0.7, 0.82, 0.65, 0.72, 0.82, 0.82, 0.75, 0.72, 0.63, 0.73, 0.7, 0.72, 0.75, 0.7, 0.67, 0.78, 0.8, 0.77]",0.735,"[0.7, 0.65, 0.683, 0.667, 0.75, 0.817, 0.783, 0.717, 0.783, 0.75, 0.683, 0.667, 0.733, 0.633, 0.717, 0.767, 0.717, 0.75, 0.783, 0.833, 0.783, 0.633, 0.7, 0.717, 0.733, 0.6, 0.717, 0.717, 0.733, 0.733, 0.717, 0.75, 0.8, 0.717, 0.75, 0.733, 0.817, 0.767, 0.683, 0.817, 0.75, 0.817, 0.767, 0.7, 0.767, 0.65, 0.733, 0.7, 0.7, 0.667, 0.717, 0.783, 0.717, 0.667, 0.667, 0.667, 0.85, 0.667, 0.717, 0.733, 0.583, 0.667, 0.833, 0.767, 0.8, 0.767, 0.733, 0.783, 0.783, 0.833, 0.783, 0.683, 0.75, 0.733, 0.7, 0.733, 0.75, 0.783, 0.75, 0.8, 0.767, 0.683, 0.7, 0.783, 0.717, 0.817, 0.717, 0.767, 0.75, 0.667, 0.8, 0.817, 0.817, 0.733, 0.783, 0.8, 0.733, 0.667, 0.75, 0.717]",0.736
58,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.72, 0.68, 0.73, 0.82, 0.62, 0.7, 0.82, 0.85, 0.78, 0.72, 0.68, 0.73, 0.72, 0.68, 0.73, 0.7, 0.67, 0.8, 0.78, 0.77]",0.735,"[0.7, 0.65, 0.667, 0.633, 0.733, 0.833, 0.783, 0.75, 0.767, 0.75, 0.7, 0.667, 0.717, 0.65, 0.7, 0.75, 0.717, 0.767, 0.717, 0.833, 0.767, 0.7, 0.733, 0.767, 0.75, 0.617, 0.717, 0.717, 0.717, 0.75, 0.733, 0.783, 0.783, 0.717, 0.783, 0.717, 0.817, 0.817, 0.667, 0.783, 0.783, 0.8, 0.767, 0.717, 0.733, 0.683, 0.717, 0.717, 0.7, 0.683, 0.733, 0.767, 0.733, 0.7, 0.683, 0.667, 0.833, 0.667, 0.733, 0.75, 0.567, 0.7, 0.833, 0.767, 0.783, 0.767, 0.717, 0.8, 0.8, 0.817, 0.783, 0.667, 0.733, 0.75, 0.7, 0.733, 0.733, 0.8, 0.8, 0.783, 0.75, 0.667, 0.7, 0.8, 0.733, 0.817, 0.733, 0.783, 0.75, 0.667, 0.783, 0.817, 0.8, 0.75, 0.783, 0.8, 0.733, 0.7, 0.8, 0.7]",0.74
59,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.7, 0.68, 0.72, 0.82, 0.63, 0.72, 0.78, 0.83, 0.75, 0.7, 0.65, 0.78, 0.73, 0.7, 0.77, 0.72, 0.67, 0.8, 0.78, 0.77]",0.735,"[0.717, 0.667, 0.65, 0.667, 0.717, 0.817, 0.767, 0.733, 0.767, 0.75, 0.717, 0.65, 0.733, 0.65, 0.717, 0.767, 0.733, 0.767, 0.733, 0.85, 0.767, 0.617, 0.767, 0.733, 0.733, 0.65, 0.717, 0.7, 0.733, 0.75, 0.75, 0.783, 0.767, 0.717, 0.767, 0.75, 0.8, 0.783, 0.633, 0.8, 0.75, 0.783, 0.783, 0.65, 0.733, 0.65, 0.75, 0.733, 0.7, 0.667, 0.733, 0.75, 0.733, 0.683, 0.667, 0.667, 0.817, 0.683, 0.7, 0.75, 0.6, 0.7, 0.833, 0.75, 0.8, 0.767, 0.717, 0.767, 0.817, 0.817, 0.8, 0.683, 0.75, 0.733, 0.683, 0.717, 0.75, 0.783, 0.767, 0.75, 0.8, 0.7, 0.7, 0.783, 0.717, 0.817, 0.717, 0.767, 0.767, 0.65, 0.817, 0.8, 0.833, 0.733, 0.783, 0.8, 0.717, 0.717, 0.767, 0.683]",0.737
60,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.7, 0.68, 0.75, 0.82, 0.63, 0.7, 0.82, 0.82, 0.75, 0.72, 0.65, 0.73, 0.73, 0.7, 0.73, 0.75, 0.67, 0.8, 0.78, 0.77]",0.735,"[0.733, 0.667, 0.7, 0.683, 0.717, 0.783, 0.767, 0.683, 0.8, 0.767, 0.7, 0.667, 0.733, 0.6, 0.683, 0.75, 0.717, 0.767, 0.733, 0.833, 0.783, 0.65, 0.733, 0.717, 0.75, 0.65, 0.717, 0.75, 0.733, 0.767, 0.75, 0.783, 0.767, 0.7, 0.75, 0.75, 0.817, 0.767, 0.633, 0.817, 0.75, 0.817, 0.767, 0.7, 0.767, 0.683, 0.733, 0.733, 0.7, 0.7, 0.717, 0.783, 0.733, 0.683, 0.683, 0.667, 0.867, 0.65, 0.75, 0.717, 0.6, 0.7, 0.817, 0.767, 0.783, 0.8, 0.733, 0.8, 0.8, 0.833, 0.783, 0.65, 0.75, 0.75, 0.7, 0.733, 0.7, 0.8, 0.75, 0.783, 0.783, 0.683, 0.683, 0.783, 0.717, 0.817, 0.767, 0.767, 0.7, 0.667, 0.817, 0.783, 0.8, 0.733, 0.767, 0.8, 0.733, 0.7, 0.733, 0.733]",0.739
61,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.7, 0.68, 0.75, 0.82, 0.63, 0.68, 0.82, 0.83, 0.77, 0.7, 0.65, 0.73, 0.75, 0.67, 0.75, 0.7, 0.68, 0.8, 0.82, 0.77]",0.735,"[0.717, 0.667, 0.683, 0.667, 0.733, 0.8, 0.75, 0.7, 0.817, 0.75, 0.717, 0.65, 0.75, 0.617, 0.667, 0.767, 0.733, 0.783, 0.767, 0.883, 0.767, 0.667, 0.733, 0.733, 0.733, 0.65, 0.733, 0.717, 0.75, 0.767, 0.767, 0.767, 0.783, 0.683, 0.783, 0.733, 0.8, 0.8, 0.617, 0.8, 0.75, 0.783, 0.783, 0.65, 0.767, 0.65, 0.733, 0.733, 0.7, 0.633, 0.733, 0.8, 0.733, 0.667, 0.683, 0.667, 0.833, 0.667, 0.733, 0.733, 0.6, 0.683, 0.85, 0.783, 0.783, 0.75, 0.733, 0.783, 0.783, 0.817, 0.8, 0.667, 0.75, 0.75, 0.7, 0.733, 0.7, 0.767, 0.783, 0.767, 0.767, 0.683, 0.7, 0.8, 0.717, 0.817, 0.75, 0.817, 0.717, 0.65, 0.817, 0.8, 0.817, 0.717, 0.783, 0.783, 0.75, 0.7, 0.817, 0.683]",0.739
62,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.67, 0.7, 0.73, 0.82, 0.6, 0.65, 0.82, 0.83, 0.77, 0.7, 0.65, 0.75, 0.75, 0.72, 0.73, 0.72, 0.68, 0.8, 0.82, 0.78]",0.735,"[0.733, 0.65, 0.65, 0.65, 0.717, 0.817, 0.8, 0.7, 0.75, 0.75, 0.683, 0.633, 0.717, 0.617, 0.7, 0.75, 0.733, 0.8, 0.717, 0.867, 0.767, 0.65, 0.767, 0.733, 0.767, 0.633, 0.733, 0.717, 0.717, 0.733, 0.733, 0.767, 0.817, 0.7, 0.767, 0.75, 0.8, 0.767, 0.683, 0.8, 0.783, 0.8, 0.767, 0.65, 0.733, 0.667, 0.733, 0.733, 0.7, 0.683, 0.717, 0.767, 0.683, 0.683, 0.667, 0.667, 0.867, 0.633, 0.7, 0.75, 0.6, 0.683, 0.817, 0.75, 0.8, 0.783, 0.75, 0.783, 0.8, 0.817, 0.783, 0.65, 0.75, 0.733, 0.7, 0.733, 0.717, 0.8, 0.767, 0.8, 0.75, 0.7, 0.683, 0.783, 0.7, 0.833, 0.733, 0.733, 0.75, 0.667, 0.8, 0.8, 0.817, 0.733, 0.767, 0.817, 0.717, 0.65, 0.783, 0.7]",0.735
63,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.68, 0.7, 0.72, 0.82, 0.65, 0.73, 0.8, 0.82, 0.77, 0.73, 0.63, 0.75, 0.75, 0.7, 0.73, 0.75, 0.63, 0.8, 0.78, 0.75]",0.734,"[0.717, 0.65, 0.683, 0.667, 0.783, 0.8, 0.783, 0.7, 0.767, 0.75, 0.683, 0.683, 0.717, 0.617, 0.717, 0.767, 0.733, 0.75, 0.767, 0.85, 0.783, 0.7, 0.733, 0.767, 0.75, 0.6, 0.733, 0.75, 0.717, 0.683, 0.75, 0.767, 0.767, 0.733, 0.75, 0.733, 0.783, 0.8, 0.667, 0.817, 0.733, 0.8, 0.783, 0.683, 0.717, 0.667, 0.717, 0.717, 0.7, 0.667, 0.733, 0.75, 0.717, 0.633, 0.683, 0.683, 0.817, 0.65, 0.667, 0.75, 0.583, 0.717, 0.817, 0.75, 0.817, 0.8, 0.733, 0.783, 0.75, 0.8, 0.8, 0.667, 0.733, 0.733, 0.667, 0.75, 0.733, 0.817, 0.75, 0.767, 0.783, 0.7, 0.683, 0.767, 0.667, 0.817, 0.75, 0.75, 0.767, 0.65, 0.8, 0.8, 0.833, 0.7, 0.767, 0.8, 0.717, 0.7, 0.7, 0.717]",0.735
64,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.7, 0.7, 0.73, 0.82, 0.63, 0.7, 0.82, 0.83, 0.77, 0.7, 0.63, 0.75, 0.73, 0.68, 0.72, 0.73, 0.68, 0.8, 0.8, 0.77]",0.734,"[0.717, 0.65, 0.65, 0.65, 0.733, 0.817, 0.767, 0.683, 0.8, 0.75, 0.733, 0.667, 0.733, 0.667, 0.733, 0.75, 0.75, 0.767, 0.767, 0.867, 0.783, 0.65, 0.717, 0.7, 0.75, 0.633, 0.717, 0.767, 0.733, 0.75, 0.75, 0.767, 0.8, 0.733, 0.783, 0.733, 0.8, 0.75, 0.667, 0.8, 0.767, 0.783, 0.817, 0.65, 0.75, 0.667, 0.75, 0.7, 0.7, 0.683, 0.717, 0.767, 0.75, 0.683, 0.633, 0.667, 0.817, 0.683, 0.75, 0.75, 0.583, 0.683, 0.833, 0.767, 0.8, 0.767, 0.717, 0.767, 0.8, 0.833, 0.783, 0.667, 0.75, 0.75, 0.717, 0.733, 0.717, 0.817, 0.783, 0.767, 0.783, 0.667, 0.683, 0.8, 0.717, 0.817, 0.767, 0.75, 0.733, 0.65, 0.817, 0.783, 0.817, 0.767, 0.783, 0.8, 0.7, 0.733, 0.75, 0.7]",0.74
65,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.68, 0.72, 0.73, 0.82, 0.62, 0.7, 0.78, 0.83, 0.78, 0.7, 0.67, 0.77, 0.72, 0.68, 0.75, 0.73, 0.67, 0.77, 0.8, 0.77]",0.734,"[0.733, 0.683, 0.65, 0.667, 0.75, 0.817, 0.75, 0.683, 0.783, 0.8, 0.7, 0.65, 0.717, 0.633, 0.7, 0.767, 0.7, 0.8, 0.75, 0.85, 0.783, 0.65, 0.733, 0.717, 0.75, 0.65, 0.717, 0.717, 0.75, 0.767, 0.75, 0.767, 0.783, 0.717, 0.75, 0.733, 0.817, 0.783, 0.683, 0.817, 0.783, 0.767, 0.783, 0.683, 0.733, 0.683, 0.717, 0.717, 0.7, 0.65, 0.733, 0.767, 0.7, 0.683, 0.683, 0.683, 0.85, 0.7, 0.717, 0.733, 0.617, 0.717, 0.85, 0.8, 0.8, 0.783, 0.717, 0.8, 0.783, 0.817, 0.783, 0.65, 0.767, 0.733, 0.683, 0.733, 0.733, 0.8, 0.733, 0.717, 0.783, 0.7, 0.7, 0.8, 0.733, 0.817, 0.717, 0.817, 0.733, 0.667, 0.783, 0.833, 0.817, 0.717, 0.783, 0.8, 0.7, 0.667, 0.783, 0.7]",0.739
66,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.72, 0.7, 0.7, 0.82, 0.63, 0.72, 0.82, 0.85, 0.75, 0.7, 0.63, 0.77, 0.75, 0.7, 0.75, 0.67, 0.63, 0.8, 0.8, 0.78]",0.734,"[0.717, 0.667, 0.717, 0.683, 0.733, 0.817, 0.783, 0.667, 0.8, 0.75, 0.7, 0.667, 0.733, 0.633, 0.7, 0.767, 0.683, 0.783, 0.717, 0.85, 0.767, 0.667, 0.75, 0.733, 0.75, 0.633, 0.733, 0.717, 0.717, 0.75, 0.75, 0.733, 0.783, 0.7, 0.767, 0.75, 0.8, 0.817, 0.617, 0.8, 0.75, 0.783, 0.783, 0.667, 0.717, 0.667, 0.733, 0.7, 0.717, 0.7, 0.75, 0.767, 0.733, 0.667, 0.683, 0.683, 0.817, 0.65, 0.683, 0.733, 0.6, 0.683, 0.817, 0.767, 0.783, 0.767, 0.733, 0.767, 0.8, 0.8, 0.783, 0.683, 0.75, 0.733, 0.7, 0.75, 0.717, 0.817, 0.75, 0.717, 0.75, 0.667, 0.717, 0.767, 0.733, 0.817, 0.733, 0.767, 0.75, 0.683, 0.8, 0.767, 0.833, 0.7, 0.783, 0.833, 0.7, 0.683, 0.783, 0.7]",0.736
67,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.72, 0.67, 0.77, 0.82, 0.62, 0.7, 0.83, 0.83, 0.75, 0.72, 0.65, 0.75, 0.73, 0.72, 0.73, 0.7, 0.63, 0.78, 0.8, 0.77]",0.734,"[0.733, 0.633, 0.667, 0.65, 0.783, 0.783, 0.767, 0.7, 0.8, 0.75, 0.717, 0.7, 0.75, 0.617, 0.717, 0.767, 0.7, 0.8, 0.717, 0.867, 0.8, 0.65, 0.8, 0.767, 0.733, 0.633, 0.717, 0.733, 0.733, 0.767, 0.767, 0.783, 0.733, 0.7, 0.767, 0.733, 0.817, 0.767, 0.617, 0.8, 0.767, 0.767, 0.783, 0.65, 0.767, 0.683, 0.75, 0.733, 0.717, 0.683, 0.733, 0.767, 0.733, 0.65, 0.667, 0.667, 0.85, 0.7, 0.733, 0.733, 0.6, 0.7, 0.833, 0.8, 0.783, 0.783, 0.733, 0.767, 0.783, 0.833, 0.767, 0.683, 0.75, 0.717, 0.7, 0.7, 0.733, 0.8, 0.767, 0.783, 0.783, 0.7, 0.7, 0.783, 0.75, 0.817, 0.733, 0.767, 0.75, 0.65, 0.8, 0.783, 0.8, 0.75, 0.783, 0.783, 0.733, 0.667, 0.783, 0.7]",0.74
68,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.65, 0.72, 0.72, 0.8, 0.65, 0.7, 0.82, 0.82, 0.77, 0.73, 0.65, 0.77, 0.72, 0.7, 0.75, 0.75, 0.58, 0.82, 0.8, 0.77]",0.734,"[0.717, 0.667, 0.683, 0.667, 0.7, 0.8, 0.8, 0.683, 0.8, 0.733, 0.717, 0.683, 0.75, 0.65, 0.717, 0.767, 0.733, 0.75, 0.7, 0.85, 0.783, 0.65, 0.75, 0.75, 0.75, 0.617, 0.733, 0.717, 0.75, 0.733, 0.75, 0.767, 0.767, 0.7, 0.767, 0.75, 0.8, 0.767, 0.633, 0.8, 0.767, 0.8, 0.817, 0.667, 0.75, 0.683, 0.783, 0.733, 0.7, 0.65, 0.7, 0.767, 0.683, 0.667, 0.683, 0.667, 0.833, 0.683, 0.7, 0.733, 0.583, 0.7, 0.8, 0.783, 0.8, 0.8, 0.75, 0.767, 0.767, 0.817, 0.8, 0.667, 0.75, 0.717, 0.7, 0.733, 0.717, 0.783, 0.717, 0.75, 0.783, 0.683, 0.717, 0.783, 0.717, 0.783, 0.767, 0.783, 0.767, 0.65, 0.817, 0.8, 0.833, 0.733, 0.767, 0.833, 0.717, 0.667, 0.767, 0.7]",0.737
